loan_id,entity,product,quarter,loan_amount,load_batch_id
UCS-AUT-2025Q2-0031,US Card Services,Auto Loan,2025Q2,15496.88,B2025Q2-02
UCS-AUT-2025Q2-0032,US Card Services,Auto Loan,2025Q2,21584.95,B2025Q2-02
UCS-AUT-2025Q2-0033,US Card Services,Auto Loan,2025Q2,18248.37,B2025Q2-02
UCS-AUT-2025Q2-0034,US Card Services,Auto Loan,2025Q2,4738.38,B2025Q2-02
UCS-AUT-2025Q2-0035,US Card Services,Auto Loan,2025Q2,26815.68,B2025Q2-02
UCS-AUT-2025Q2-0036,US Card Services,Auto Loan,2025Q2,29031.16,B2025Q2-02
UCS-AUT-2025Q2-0037,US Card Services,Auto Loan,2025Q2,13241.78,B2025Q2-02
UCS-AUT-2025Q2-0038,US Card Services,Auto Loan,2025Q2,10883.64,B2025Q2-02
UCS-AUT-2025Q2-0039,US Card Services,Auto Loan,2025Q2,11696.15,B2025Q2-02
UCS-AUT-2025Q2-0040,US Card Services,Auto Loan,2025Q2,11782.59,B2025Q2-02
UCS-AUT-2025Q2-0041,US Card Services,Auto Loan,2025Q2,14302.02,B2025Q2-02
UCS-AUT-2025Q2-0042,US Card Services,Auto Loan,2025Q2,19196.4,B2025Q2-02
UCS-AUT-2025Q2-0043,US Card Services,Auto Loan,2025Q2,25008.93,B2025Q2-02
UCS-AUT-2025Q2-0044,US Card Services,Auto Loan,2025Q2,16137.93,B2025Q2-02
UCS-AUT-2025Q2-0045,US Card Services,Auto Loan,2025Q2,24991.43,B2025Q2-02
UCS-AUT-2025Q2-0046,US Card Services,Auto Loan,2025Q2,36320.48,B2025Q2-02
UCS-AUT-2025Q2-0047,US Card Services,Auto Loan,2025Q2,25097.16,B2025Q2-02
UCS-AUT-2025Q2-0048,US Card Services,Auto Loan,2025Q2,4182.36,B2025Q2-02
UCS-AUT-2025Q2-0049,US Card Services,Auto Loan,2025Q2,7868.22,B2025Q2-02
UCS-AUT-2025Q2-0050,US Card Services,Auto Loan,2025Q2,22883.71,B2025Q2-03
UCS-AUT-2025Q2-0051,US Card Services,Auto Loan,2025Q2,14239.99,B2025Q2-03
UCS-AUT-2025Q2-0052,US Card Services,Auto Loan,2025Q2,11569.67,B2025Q2-03
UCS-AUT-2025Q2-0053,US Card Services,Auto Loan,2025Q2,17392.39,B2025Q2-03
UCS-AUT-2025Q2-0054,US Card Services,Auto Loan,2025Q2,12282.3,B2025Q2-03
UCS-AUT-2025Q2-0055,US Card Services,Auto Loan,2025Q2,25409.68,B2025Q2-03
UCS-AUT-2025Q2-0056,US Card Services,Auto Loan,2025Q2,21574.53,B2025Q2-03
UCS-AUT-2025Q2-0057,US Card Services,Auto Loan,2025Q2,28315.27,B2025Q2-03
UCS-AUT-2025Q2-0058,US Card Services,Auto Loan,2025Q2,19367.23,B2025Q2-03
UCS-AUT-2025Q2-0059,US Card Services,Auto Loan,2025Q2,35357.95,B2025Q2-03
UCS-AUT-2025Q2-0060,US Card Services,Auto Loan,2025Q2,15854.82,B2025Q2-03
UCS-AUT-2025Q2-0061,US Card Services,Auto Loan,2025Q2,18157.74,B2025Q2-03
UCS-AUT-2025Q2-0062,US Card Services,Auto Loan,2025Q2,34896.26,B2025Q2-03
UCS-AUT-2025Q2-0063,US Card Services,Auto Loan,2025Q2,14617.4,B2025Q2-03
UCS-AUT-2025Q2-0064,US Card Services,Auto Loan,2025Q2,14341.84,B2025Q2-03
UCS-AUT-2025Q2-0065,US Card Services,Auto Loan,2025Q2,9437.89,B2025Q2-03
UCS-AUT-2025Q2-0066,US Card Services,Auto Loan,2025Q2,21382.62,B2025Q2-03
UCS-AUT-2025Q2-0067,US Card Services,Auto Loan,2025Q2,30485.54,B2025Q2-03
UCS-AUT-2025Q2-0068,US Card Services,Auto Loan,2025Q2,6662.48,B2025Q2-03
UCS-AUT-2025Q2-0069,US Card Services,Auto Loan,2025Q2,21477.75,B2025Q2-03
UCS-AUT-2025Q2-0070,US Card Services,Auto Loan,2025Q2,14632.95,B2025Q2-03
UCS-AUT-2025Q2-0071,US Card Services,Auto Loan,2025Q2,21445.8,B2025Q2-03
UCS-AUT-2025Q2-0072,US Card Services,Auto Loan,2025Q2,14671.06,B2025Q2-03
UCS-AUT-2025Q2-0073,US Card Services,Auto Loan,2025Q2,52975.45,B2025Q2-03
UCS-AUT-2025Q2-0074,US Card Services,Auto Loan,2025Q2,18935.96,B2025Q2-03
UCS-AUT-2025Q2-0075,US Card Services,Auto Loan,2025Q2,10796.03,B2025Q2-04
UCS-AUT-2025Q2-0076,US Card Services,Auto Loan,2025Q2,38088.37,B2025Q2-04
UCS-AUT-2025Q2-0077,US Card Services,Auto Loan,2025Q2,20212.69,B2025Q2-04
UCS-AUT-2025Q2-0078,US Card Services,Auto Loan,2025Q2,15202.43,B2025Q2-04
UCS-AUT-2025Q2-0079,US Card Services,Auto Loan,2025Q2,23654.89,B2025Q2-04
UCS-AUT-2025Q2-0080,US Card Services,Auto Loan,2025Q2,33020.52,B2025Q2-04
UCS-AUT-2025Q2-0081,US Card Services,Auto Loan,2025Q2,14877.68,B2025Q2-04
UCS-AUT-2025Q2-0082,US Card Services,Auto Loan,2025Q2,16312.62,B2025Q2-04
UCS-AUT-2025Q2-0083,US Card Services,Auto Loan,2025Q2,33531.33,B2025Q2-04
UCS-AUT-2025Q2-0084,US Card Services,Auto Loan,2025Q2,8421.39,B2025Q2-04
UCS-AUT-2025Q2-0085,US Card Services,Auto Loan,2025Q2,21099.65,B2025Q2-04
UCS-AUT-2025Q2-0086,US Card Services,Auto Loan,2025Q2,24681.34,B2025Q2-04
UCS-AUT-2025Q2-0087,US Card Services,Auto Loan,2025Q2,9048.38,B2025Q2-04
UCS-AUT-2025Q2-0088,US Card Services,Auto Loan,2025Q2,30341.76,B2025Q2-04
UCS-AUT-2025Q2-0089,US Card Services,Auto Loan,2025Q2,31868.4,B2025Q2-04
UCS-AUT-2025Q2-0090,US Card Services,Auto Loan,2025Q2,15264.92,B2025Q2-04
UCS-AUT-2025Q2-0091,US Card Services,Auto Loan,2025Q2,22703.32,B2025Q2-04
UCS-AUT-2025Q2-0092,US Card Services,Auto Loan,2025Q2,14993.44,B2025Q2-04
UCS-AUT-2025Q2-0093,US Card Services,Auto Loan,2025Q2,21521.41,B2025Q2-04
UCS-AUT-2025Q2-0094,US Card Services,Auto Loan,2025Q2,22251.64,B2025Q2-04
UCS-AUT-2025Q2-0095,US Card Services,Auto Loan,2025Q2,30555.21,B2025Q2-04
UCS-AUT-2025Q2-0096,US Card Services,Auto Loan,2025Q2,40689.52,B2025Q2-04
UCS-AUT-2025Q2-0097,US Card Services,Auto Loan,2025Q2,32285.92,B2025Q2-04
UCS-AUT-2025Q2-0098,US Card Services,Auto Loan,2025Q2,39957.97,B2025Q2-04
UCS-AUT-2025Q2-0099,US Card Services,Auto Loan,2025Q2,9186.4,B2025Q2-04
UCS-AUT-2025Q2-0100,US Card Services,Auto Loan,2025Q2,9483.38,B2025Q2-05
UCS-AUT-2025Q2-0101,US Card Services,Auto Loan,2025Q2,17816.18,B2025Q2-05
UCS-AUT-2025Q2-0102,US Card Services,Auto Loan,2025Q2,13562.38,B2025Q2-05
UCS-AUT-2025Q2-0103,US Card Services,Auto Loan,2025Q2,17279.3,B2025Q2-05
UCS-AUT-2025Q2-0104,US Card Services,Auto Loan,2025Q2,42021.93,B2025Q2-05
UCS-AUT-2025Q2-0105,US Card Services,Auto Loan,2025Q2,30205.58,B2025Q2-05
UCS-AUT-2025Q2-0106,US Card Services,Auto Loan,2025Q2,24555.28,B2025Q2-05
UCS-AUT-2025Q2-0107,US Card Services,Auto Loan,2025Q2,27834.29,B2025Q2-05
UCS-AUT-2025Q2-0108,US Card Services,Auto Loan,2025Q2,14873.35,B2025Q2-05
UCS-AUT-2025Q2-0109,US Card Services,Auto Loan,2025Q2,34368.54,B2025Q2-05
UCS-AUT-2025Q2-0110,US Card Services,Auto Loan,2025Q2,50302.13,B2025Q2-05
UCS-AUT-2025Q2-0111,US Card Services,Auto Loan,2025Q2,39477.01,B2025Q2-05
UCS-AUT-2025Q2-0112,US Card Services,Auto Loan,2025Q2,28806.32,B2025Q2-05
UCS-AUT-2025Q2-0113,US Card Services,Auto Loan,2025Q2,22941.65,B2025Q2-05
UCS-AUT-2025Q2-0114,US Card Services,Auto Loan,2025Q2,28432.36,B2025Q2-05
UCS-AUT-2025Q2-0115,US Card Services,Auto Loan,2025Q2,15174.92,B2025Q2-05
UCS-AUT-2025Q2-0116,US Card Services,Auto Loan,2025Q2,10049.77,B2025Q2-05
UCS-AUT-2025Q2-0117,US Card Services,Auto Loan,2025Q2,27748.0,B2025Q2-05
UCS-AUT-2025Q2-0118,US Card Services,Auto Loan,2025Q2,22241.02,B2025Q2-05
UCS-AUT-2025Q2-0119,US Card Services,Auto Loan,2025Q2,9366.46,B2025Q2-05
UCS-AUT-2025Q2-0120,US Card Services,Auto Loan,2025Q2,23780.82,B2025Q2-05
UCS-AUT-2025Q2-0121,US Card Services,Auto Loan,2025Q2,9916.97,B2025Q2-05
UCS-AUT-2025Q2-0122,US Card Services,Auto Loan,2025Q2,15772.04,B2025Q2-05
UCS-AUT-2025Q2-0123,US Card Services,Auto Loan,2025Q2,4820.93,B2025Q2-05
UCS-AUT-2025Q2-0124,US Card Services,Auto Loan,2025Q2,27317.89,B2025Q2-05
UCS-AUT-2025Q2-0125,US Card Services,Auto Loan,2025Q2,72002.94,B2025Q2-06
UCS-AUT-2025Q2-0126,US Card Services,Auto Loan,2025Q2,18140.75,B2025Q2-06
UCS-CRE-2025Q1-0000,US Card Services,Credit Card,2025Q1,6025.38,B2025Q1-01
UCS-CRE-2025Q1-0001,US Card Services,Credit Card,2025Q1,3076.33,B2025Q1-01
UCS-CRE-2025Q1-0002,US Card Services,Credit Card,2025Q1,5733.57,B2025Q1-01
UCS-CRE-2025Q1-0003,US Card Services,Credit Card,2025Q1,2789.42,B2025Q1-01
UCS-CRE-2025Q1-0004,US Card Services,Credit Card,2025Q1,6091.09,B2025Q1-01
UCS-CRE-2025Q1-0005,US Card Services,Credit Card,2025Q1,5255.94,B2025Q1-01
UCS-CRE-2025Q1-0006,US Card Services,Credit Card,2025Q1,5151.77,B2025Q1-01
UCS-CRE-2025Q1-0007,US Card Services,Credit Card,2025Q1,9436.34,B2025Q1-01
UCS-CRE-2025Q1-0008,US Card Services,Credit Card,2025Q1,2682.62,B2025Q1-01
UCS-CRE-2025Q1-0009,US Card Services,Credit Card,2025Q1,3662.67,B2025Q1-01
UCS-CRE-2025Q1-0010,US Card Services,Credit Card,2025Q1,3474.04,B2025Q1-01
UCS-CRE-2025Q1-0011,US Card Services,Credit Card,2025Q1,1806.92,B2025Q1-01
UCS-CRE-2025Q1-0012,US Card Services,Credit Card,2025Q1,4765.09,B2025Q1-01
UCS-CRE-2025Q1-0013,US Card Services,Credit Card,2025Q1,1915.19,B2025Q1-01
UCS-CRE-2025Q1-0014,US Card Services,Credit Card,2025Q1,2827.46,B2025Q1-01
UCS-CRE-2025Q1-0015,US Card Services,Credit Card,2025Q1,2021.67,B2025Q1-01
UCS-CRE-2025Q1-0016,US Card Services,Credit Card,2025Q1,4155.55,B2025Q1-01
UCS-CRE-2025Q1-0017,US Card Services,Credit Card,2025Q1,2402.02,B2025Q1-01
UCS-CRE-2025Q1-0018,US Card Services,Credit Card,2025Q1,1675.45,B2025Q1-01
UCS-CRE-2025Q1-0019,US Card Services,Credit Card,2025Q1,3578.31,B2025Q1-01
UCS-CRE-2025Q1-0020,US Card Services,Credit Card,2025Q1,3083.57,B2025Q1-01
UCS-CRE-2025Q1-0021,US Card Services,Credit Card,2025Q1,3070.02,B2025Q1-01
UCS-CRE-2025Q1-0022,US Card Services,Credit Card,2025Q1,4666.77,B2025Q1-01
UCS-CRE-2025Q1-0023,US Card Services,Credit Card,2025Q1,1316.14,B2025Q1-01
UCS-CRE-2025Q1-0024,US Card Services,Credit Card,2025Q1,4445.73,B2025Q1-01
UCS-CRE-2025Q1-0025,US Card Services,Credit Card,2025Q1,4263.68,B2025Q1-02
UCS-CRE-2025Q1-0026,US Card Services,Credit Card,2025Q1,7869.59,B2025Q1-02
UCS-CRE-2025Q1-0027,US Card Services,Credit Card,2025Q1,3323.98,B2025Q1-02
UCS-CRE-2025Q1-0028,US Card Services,Credit Card,2025Q1,3226.4,B2025Q1-02
UCS-CRE-2025Q1-0029,US Card Services,Credit Card,2025Q1,2139.43,B2025Q1-02
UCS-CRE-2025Q1-0030,US Card Services,Credit Card,2025Q1,9822.83,B2025Q1-02
UCS-CRE-2025Q1-0031,US Card Services,Credit Card,2025Q1,3528.49,B2025Q1-02
UCS-CRE-2025Q1-0032,US Card Services,Credit Card,2025Q1,2384.47,B2025Q1-02
UCS-CRE-2025Q1-0033,US Card Services,Credit Card,2025Q1,3528.75,B2025Q1-02
UCS-CRE-2025Q1-0034,US Card Services,Credit Card,2025Q1,5021.1,B2025Q1-02
UCS-CRE-2025Q1-0035,US Card Services,Credit Card,2025Q1,4672.0,B2025Q1-02
UCS-CRE-2025Q1-0036,US Card Services,Credit Card,2025Q1,4540.13,B2025Q1-02
UCS-CRE-2025Q1-0037,US Card Services,Credit Card,2025Q1,13329.25,B2025Q1-02
UCS-CRE-2025Q1-0038,US Card Services,Credit Card,2025Q1,1190.19,B2025Q1-02
UCS-CRE-2025Q1-0039,US Card Services,Credit Card,2025Q1,2331.24,B2025Q1-02
UCS-CRE-2025Q1-0040,US Card Services,Credit Card,2025Q1,4550.67,B2025Q1-02
UCS-CRE-2025Q1-0041,US Card Services,Credit Card,2025Q1,2649.45,B2025Q1-02
UCS-CRE-2025Q1-0042,US Card Services,Credit Card,2025Q1,7601.69,B2025Q1-02
UCS-CRE-2025Q1-0043,US Card Services,Credit Card,2025Q1,4134.82,B2025Q1-02
UCS-CRE-2025Q1-0044,US Card Services,Credit Card,2025Q1,5927.98,B2025Q1-02
UCS-CRE-2025Q1-0045,US Card Services,Credit Card,2025Q1,3683.32,B2025Q1-02
UCS-CRE-2025Q1-0046,US Card Services,Credit Card,2025Q1,5035.75,B2025Q1-02
UCS-CRE-2025Q1-0047,US Card Services,Credit Card,2025Q1,7402.46,B2025Q1-02
UCS-CRE-2025Q1-0048,US Card Services,Credit Card,2025Q1,10233.02,B2025Q1-02
UCS-CRE-2025Q1-0049,US Card Services,Credit Card,2025Q1,3181.84,B2025Q1-02
UCS-CRE-2025Q1-0050,US Card Services,Credit Card,2025Q1,3328.43,B2025Q1-03
UCS-CRE-2025Q1-0051,US Card Services,Credit Card,2025Q1,4351.15,B2025Q1-03
UCS-CRE-2025Q1-0052,US Card Services,Credit Card,2025Q1,5801.16,B2025Q1-03
UCS-CRE-2025Q1-0053,US Card Services,Credit Card,2025Q1,4073.02,B2025Q1-03
UCS-CRE-2025Q1-0054,US Card Services,Credit Card,2025Q1,9877.62,B2025Q1-03
UCS-CRE-2025Q1-0055,US Card Services,Credit Card,2025Q1,6994.95,B2025Q1-03
UCS-CRE-2025Q1-0056,US Card Services,Credit Card,2025Q1,14686.72,B2025Q1-03
UCS-CRE-2025Q1-0057,US Card Services,Credit Card,2025Q1,7670.3,B2025Q1-03
UCS-CRE-2025Q1-0058,US Card Services,Credit Card,2025Q1,5123.82,B2025Q1-03
UCS-CRE-2025Q1-0059,US Card Services,Credit Card,2025Q1,3348.97,B2025Q1-03
UCS-CRE-2025Q1-0060,US Card Services,Credit Card,2025Q1,2332.62,B2025Q1-03
UCS-CRE-2025Q1-0061,US Card Services,Credit Card,2025Q1,3282.01,B2025Q1-03
UCS-CRE-2025Q1-0062,US Card Services,Credit Card,2025Q1,7709.59,B2025Q1-03
UCS-CRE-2025Q1-0063,US Card Services,Credit Card,2025Q1,2633.86,B2025Q1-03
UCS-CRE-2025Q1-0064,US Card Services,Credit Card,2025Q1,2772.56,B2025Q1-03
UCS-CRE-2025Q1-0065,US Card Services,Credit Card,2025Q1,7778.13,B2025Q1-03
UCS-CRE-2025Q1-0066,US Card Services,Credit Card,2025Q1,4404.0,B2025Q1-03
UCS-CRE-2025Q1-0067,US Card Services,Credit Card,2025Q1,1861.01,B2025Q1-03
UCS-CRE-2025Q1-0068,US Card Services,Credit Card,2025Q1,2312.48,B2025Q1-03
UCS-CRE-2025Q1-0069,US Card Services,Credit Card,2025Q1,3243.71,B2025Q1-03
UCS-CRE-2025Q1-0070,US Card Services,Credit Card,2025Q1,1620.72,B2025Q1-03
UCS-CRE-2025Q1-0071,US Card Services,Credit Card,2025Q1,1538.72,B2025Q1-03
UCS-CRE-2025Q1-0072,US Card Services,Credit Card,2025Q1,3672.48,B2025Q1-03
UCS-CRE-2025Q1-0073,US Card Services,Credit Card,2025Q1,3607.83,B2025Q1-03
UCS-CRE-2025Q1-0074,US Card Services,Credit Card,2025Q1,3442.16,B2025Q1-03
UCS-CRE-2025Q1-0075,US Card Services,Credit Card,2025Q1,3696.24,B2025Q1-04
UCS-CRE-2025Q1-0076,US Card Services,Credit Card,2025Q1,3159.37,B2025Q1-04
UCS-CRE-2025Q1-0077,US Card Services,Credit Card,2025Q1,2595.22,B2025Q1-04
UCS-CRE-2025Q1-0078,US Card Services,Credit Card,2025Q1,2465.44,B2025Q1-04
UCS-CRE-2025Q1-0079,US Card Services,Credit Card,2025Q1,1870.29,B2025Q1-04
UCS-CRE-2025Q1-0080,US Card Services,Credit Card,2025Q1,1956.91,B2025Q1-04
UCS-CRE-2025Q1-0081,US Card Services,Credit Card,2025Q1,4119.51,B2025Q1-04
UCS-CRE-2025Q1-0082,US Card Services,Credit Card,2025Q1,1657.91,B2025Q1-04
UCS-CRE-2025Q1-0083,US Card Services,Credit Card,2025Q1,4147.19,B2025Q1-04
UCS-CRE-2025Q1-0084,US Card Services,Credit Card,2025Q1,2886.83,B2025Q1-04
UCS-CRE-2025Q1-0085,US Card Services,Credit Card,2025Q1,5772.63,B2025Q1-04
UCS-CRE-2025Q1-0086,US Card Services,Credit Card,2025Q1,3590.99,B2025Q1-04
UCS-CRE-2025Q1-0087,US Card Services,Credit Card,2025Q1,2983.7,B2025Q1-04
UCS-CRE-2025Q1-0088,US Card Services,Credit Card,2025Q1,4546.71,B2025Q1-04
UCS-CRE-2025Q1-0089,US Card Services,Credit Card,2025Q1,5253.1,B2025Q1-04
UCS-CRE-2025Q1-0090,US Card Services,Credit Card,2025Q1,14105.38,B2025Q1-04
UCS-CRE-2025Q1-0091,US Card Services,Credit Card,2025Q1,2547.62,B2025Q1-04
UCS-CRE-2025Q1-0092,US Card Services,Credit Card,2025Q1,14727.13,B2025Q1-04
UCS-CRE-2025Q1-0093,US Card Services,Credit Card,2025Q1,5958.7,B2025Q1-04
UCS-CRE-2025Q1-0094,US Card Services,Credit Card,2025Q1,7599.24,B2025Q1-04
UCS-CRE-2025Q1-0095,US Card Services,Credit Card,2025Q1,2739.71,B2025Q1-04
UCS-CRE-2025Q1-0096,US Card Services,Credit Card,2025Q1,4506.37,B2025Q1-04
UCS-CRE-2025Q1-0097,US Card Services,Credit Card,2025Q1,5842.94,B2025Q1-04
UCS-CRE-2025Q1-0098,US Card Services,Credit Card,2025Q1,3351.37,B2025Q1-04
UCS-CRE-2025Q1-0099,US Card Services,Credit Card,2025Q1,9900.04,B2025Q1-04
UCS-CRE-2025Q1-0100,US Card Services,Credit Card,2025Q1,6303.26,B2025Q1-05
UCS-CRE-2025Q1-0101,US Card Services,Credit Card,2025Q1,5257.31,B2025Q1-05
UCS-CRE-2025Q1-0102,US Card Services,Credit Card,2025Q1,13991.61,B2025Q1-05
UCS-CRE-2025Q1-0103,US Card Services,Credit Card,2025Q1,1760.41,B2025Q1-05
UCS-CRE-2025Q1-0104,US Card Services,Credit Card,2025Q1,4232.14,B2025Q1-05
UCS-CRE-2025Q1-0105,US Card Services,Credit Card,2025Q1,2232.49,B2025Q1-05
UCS-CRE-2025Q1-0106,US Card Services,Credit Card,2025Q1,1829.0,B2025Q1-05
UCS-CRE-2025Q1-0107,US Card Services,Credit Card,2025Q1,4012.68,B2025Q1-05
UCS-CRE-2025Q1-0108,US Card Services,Credit Card,2025Q1,4529.8,B2025Q1-05
UCS-CRE-2025Q1-0109,US Card Services,Credit Card,2025Q1,4966.69,B2025Q1-05
UCS-CRE-2025Q1-0110,US Card Services,Credit Card,2025Q1,2534.89,B2025Q1-05
UCS-CRE-2025Q1-0111,US Card Services,Credit Card,2025Q1,2635.96,B2025Q1-05
UCS-CRE-2025Q1-0112,US Card Services,Credit Card,2025Q1,2271.45,B2025Q1-05
UCS-CRE-2025Q1-0113,US Card Services,Credit Card,2025Q1,5404.57,B2025Q1-05
UCS-CRE-2025Q1-0114,US Card Services,Credit Card,2025Q1,2022.54,B2025Q1-05
UCS-CRE-2025Q1-0115,US Card Services,Credit Card,2025Q1,2302.67,B2025Q1-05
UCS-CRE-2025Q1-0116,US Card Services,Credit Card,2025Q1,1658.52,B2025Q1-05
UCS-CRE-2025Q1-0117,US Card Services,Credit Card,2025Q1,2705.64,B2025Q1-05
UCS-CRE-2025Q1-0118,US Card Services,Credit Card,2025Q1,8605.55,B2025Q1-05
UCS-CRE-2025Q1-0119,US Card Services,Credit Card,2025Q1,7224.07,B2025Q1-05
UCS-CRE-2025Q1-0120,US Card Services,Credit Card,2025Q1,2130.95,B2025Q1-05
UCS-CRE-2025Q1-0121,US Card Services,Credit Card,2025Q1,2696.87,B2025Q1-05
UCS-CRE-2025Q1-0122,US Card Services,Credit Card,2025Q1,4075.18,B2025Q1-05
UCS-CRE-2025Q1-0123,US Card Services,Credit Card,2025Q1,7796.08,B2025Q1-05
UCS-CRE-2025Q1-0124,US Card Services,Credit Card,2025Q1,2013.28,B2025Q1-05
UCS-CRE-2025Q1-0125,US Card Services,Credit Card,2025Q1,3880.95,B2025Q1-06
UCS-CRE-2025Q1-0126,US Card Services,Credit Card,2025Q1,1763.6,B2025Q1-06
UCS-CRE-2025Q1-0127,US Card Services,Credit Card,2025Q1,3085.36,B2025Q1-06
UCS-CRE-2025Q1-0128,US Card Services,Credit Card,2025Q1,10945.43,B2025Q1-06
UCS-CRE-2025Q1-0129,US Card Services,Credit Card,2025Q1,5033.65,B2025Q1-06
UCS-CRE-2025Q1-0130,US Card Services,Credit Card,2025Q1,9037.86,B2025Q1-06
UCS-CRE-2025Q1-0131,US Card Services,Credit Card,2025Q1,6404.25,B2025Q1-06
UCS-CRE-2025Q1-0132,US Card Services,Credit Card,2025Q1,5566.64,B2025Q1-06
UCS-CRE-2025Q1-0133,US Card Services,Credit Card,2025Q1,2408.74,B2025Q1-06
UCS-CRE-2025Q1-0134,US Card Services,Credit Card,2025Q1,5737.28,B2025Q1-06
UCS-CRE-2025Q1-0135,US Card Services,Credit Card,2025Q1,5446.33,B2025Q1-06
UCS-CRE-2025Q1-0136,US Card Services,Credit Card,2025Q1,2229.84,B2025Q1-06
UCS-CRE-2025Q1-0137,US Card Services,Credit Card,2025Q1,6935.58,B2025Q1-06
UCS-CRE-2025Q1-0138,US Card Services,Credit Card,2025Q1,7000.23,B2025Q1-06
UCS-CRE-2025Q1-0139,US Card Services,Credit Card,2025Q1,7446.5,B2025Q1-06
UCS-CRE-2025Q1-0140,US Card Services,Credit Card,2025Q1,1543.32,B2025Q1-06
UCS-CRE-2025Q1-0141,US Card Services,Credit Card,2025Q1,2326.72,B2025Q1-06
UCS-CRE-2025Q1-0142,US Card Services,Credit Card,2025Q1,4337.58,B2025Q1-06
UCS-CRE-2025Q1-0143,US Card Services,Credit Card,2025Q1,5217.74,B2025Q1-06
UCS-CRE-2025Q1-0144,US Card Services,Credit Card,2025Q1,1567.98,B2025Q1-06
UCS-CRE-2025Q1-0145,US Card Services,Credit Card,2025Q1,3756.63,B2025Q1-06
UCS-CRE-2025Q1-0146,US Card Services,Credit Card,2025Q1,1684.07,B2025Q1-06
UCS-CRE-2025Q1-0147,US Card Services,Credit Card,2025Q1,2198.14,B2025Q1-06
UCS-CRE-2025Q1-0148,US Card Services,Credit Card,2025Q1,3290.53,B2025Q1-06
UCS-CRE-2025Q1-0149,US Card Services,Credit Card,2025Q1,2502.29,B2025Q1-06
UCS-CRE-2025Q2-0000,US Card Services,Credit Card,2025Q2,9576.47,B2025Q2-01
UCS-CRE-2025Q2-0001,US Card Services,Credit Card,2025Q2,3442.29,B2025Q2-01
UCS-CRE-2025Q2-0002,US Card Services,Credit Card,2025Q2,14703.64,B2025Q2-01
UCS-CRE-2025Q2-0003,US Card Services,Credit Card,2025Q2,5518.67,B2025Q2-01
UCS-CRE-2025Q2-0004,US Card Services,Credit Card,2025Q2,4344.69,B2025Q2-01
UCS-CRE-2025Q2-0005,US Card Services,Credit Card,2025Q2,2376.42,B2025Q2-01
UCS-CRE-2025Q2-0006,US Card Services,Credit Card,2025Q2,10047.93,B2025Q2-01
UCS-CRE-2025Q2-0007,US Card Services,Credit Card,2025Q2,1771.52,B2025Q2-01
UCS-CRE-2025Q2-0008,US Card Services,Credit Card,2025Q2,5564.69,B2025Q2-01
UCS-CRE-2025Q2-0009,US Card Services,Credit Card,2025Q2,5215.89,B2025Q2-01
UCS-CRE-2025Q2-0010,US Card Services,Credit Card,2025Q2,5029.05,B2025Q2-01
UCS-CRE-2025Q2-0011,US Card Services,Credit Card,2025Q2,3146.74,B2025Q2-01
UCS-CRE-2025Q2-0012,US Card Services,Credit Card,2025Q2,2425.35,B2025Q2-01
UCS-CRE-2025Q2-0013,US Card Services,Credit Card,2025Q2,3540.02,B2025Q2-01
UCS-CRE-2025Q2-0014,US Card Services,Credit Card,2025Q2,1923.02,B2025Q2-01
UCS-CRE-2025Q2-0015,US Card Services,Credit Card,2025Q2,3785.25,B2025Q2-01
UCS-CRE-2025Q2-0016,US Card Services,Credit Card,2025Q2,2370.51,B2025Q2-01
UCS-CRE-2025Q2-0017,US Card Services,Credit Card,2025Q2,2386.25,B2025Q2-01
UCS-CRE-2025Q2-0018,US Card Services,Credit Card,2025Q2,3196.11,B2025Q2-01
UCS-CRE-2025Q2-0019,US Card Services,Credit Card,2025Q2,8947.06,B2025Q2-01
UCS-CRE-2025Q2-0020,US Card Services,Credit Card,2025Q2,5902.17,B2025Q2-01
UCS-CRE-2025Q2-0021,US Card Services,Credit Card,2025Q2,3464.16,B2025Q2-01
UCS-CRE-2025Q2-0022,US Card Services,Credit Card,2025Q2,3292.06,B2025Q2-01
UCS-CRE-2025Q2-0023,US Card Services,Credit Card,2025Q2,3431.82,B2025Q2-01
UCS-CRE-2025Q2-0024,US Card Services,Credit Card,2025Q2,3090.88,B2025Q2-01
UCS-CRE-2025Q2-0025,US Card Services,Credit Card,2025Q2,7371.4,B2025Q2-02
UCS-CRE-2025Q2-0026,US Card Services,Credit Card,2025Q2,5352.37,B2025Q2-02
UCS-CRE-2025Q2-0027,US Card Services,Credit Card,2025Q2,8130.03,B2025Q2-02
UCS-CRE-2025Q2-0028,US Card Services,Credit Card,2025Q2,3616.27,B2025Q2-02
UCS-CRE-2025Q2-0029,US Card Services,Credit Card,2025Q2,5722.21,B2025Q2-02
UCS-CRE-2025Q2-0030,US Card Services,Credit Card,2025Q2,3390.44,B2025Q2-02
UCS-CRE-2025Q2-0031,US Card Services,Credit Card,2025Q2,5297.69,B2025Q2-02
UCS-CRE-2025Q2-0032,US Card Services,Credit Card,2025Q2,3195.64,B2025Q2-02
UCS-CRE-2025Q2-0033,US Card Services,Credit Card,2025Q2,3920.5,B2025Q2-02
UCS-CRE-2025Q2-0034,US Card Services,Credit Card,2025Q2,7245.33,B2025Q2-02
UCS-CRE-2025Q2-0035,US Card Services,Credit Card,2025Q2,4144.17,B2025Q2-02
UCS-CRE-2025Q2-0036,US Card Services,Credit Card,2025Q2,3802.87,B2025Q2-02
